status,url_length,domain_length,path_length,count_dots,count_hyphens,count_subdomains,has_ip,has_at,has_double_slash,is_https,num_params,sensitive_words,special_chars,digit_ratio,vowels_in_domain,has_prefix_suffix,avg_word_len_path,count_ampersands,count_equals,is_shortened,shannon_entropy,relative_entropy,count_slashes
1,66,20,39,3,1,1,0,0,0,0,0,1,12,0.0,5,0,4.571428571428571,0,0,0,4.069852074588732,0.1305137332454372,7
0,31,22,1,2,0,1,0,0,0,1,0,0,6,0.0,7,0,0.0,0,0,0,3.889049535914169,0.5549530478313193,3
0,38,29,1,2,0,1,0,0,0,1,0,0,6,0.0,8,0,0.0,0,0,0,4.260828171224455,0.2939433231175146,3
0,47,16,23,3,0,1,0,0,0,1,0,0,8,0.0,4,0,6.666666666666667,0,0,0,3.934610862583645,0.7090848828524966,3
0,41,24,1,2,0,1,0,0,0,1,1,0,8,0.0975609756097561,8,0,0.0,0,1,0,4.375487065435391,0.5219076192804953,3
1,77,25,45,4,0,1,0,0,0,0,0,0,11,0.0,7,0,6.5,0,0,0,4.2664062692747935,0.162357756605131,6
1,44,21,16,2,0,1,0,0,0,0,0,0,8,0.0227272727272727,5,0,6.0,0,0,0,3.927975300790613,0.4626229506387105,5
0,36,27,1,2,0,1,0,0,0,1,0,0,6,0.0,12,0,0.0,0,0,0,4.030493056757482,0.2715923253061768,3
0,17,10,0,1,0,0,0,0,0,0,0,0,4,0.0,4,0,0.0,0,0,0,3.734521664779752,0.5759067703110479,2
1,88,21,60,2,0,1,0,0,0,0,0,0,11,0.2272727272727272,9,0,2.833333333333333,0,0,0,4.611405693168451,0.9827341287894328,7
0,28,19,1,2,0,1,0,0,0,1,0,0,6,0.0,4,0,0.0,0,0,0,3.842370993177109,0.562674084612454,3
0,62,23,31,3,0,1,0,0,0,1,0,0,9,0.0,7,0,6.75,0,0,0,4.064656950051862,0.5392488756394467,4
0,72,23,42,3,4,1,0,0,0,0,0,0,11,0.0694444444444444,8,0,6.2,0,0,1,4.552626779582946,0.3319636766653477,3
1,113,15,76,2,0,1,0,0,0,1,1,0,14,0.0973451327433628,5,0,3.933333333333333,0,1,0,4.950352362165735,0.4549078934491443,7
0,45,14,24,3,0,1,0,0,0,0,0,0,8,0.0,6,0,7.0,0,0,0,4.055648863372104,0.2185008095346412,4
0,39,18,14,2,0,1,0,0,0,0,0,0,7,0.0,5,0,6.0,0,0,0,4.04784676997788,0.3475705790786818,4
0,23,14,1,2,0,1,0,0,0,1,0,0,6,0.0,3,0,0.0,0,0,0,3.675310868912365,0.6362764140154635,3
1,40,25,7,2,2,1,0,0,0,1,0,2,9,0.025,7,0,5.0,0,0,0,4.106198332810094,0.3645923730562313,4
0,53,23,22,2,1,1,0,0,0,1,0,0,8,0.0,6,1,10.0,0,0,0,4.129259021483943,0.2859195517240973,4
1,43,17,19,3,1,1,0,0,0,0,0,0,10,0.0,4,0,3.5,0,0,0,4.2374411389168944,0.4330038192117893,5
1,36,25,4,2,0,1,0,0,0,0,0,0,6,0.2222222222222222,6,0,3.0,0,0,0,4.329239931817578,1.135965044027338,3
0,38,10,21,2,1,1,0,0,0,0,0,0,9,0.0263157894736842,1,0,5.666666666666667,0,0,0,3.9026797376866447,0.6153145940636255,5
1,37,21,9,2,0,1,0,0,0,0,0,0,7,0.0,8,0,3.5,0,0,0,4.195675662809304,0.3237718843872085,4
1,128,50,20,4,1,3,0,0,0,1,3,2,19,0.171875,17,0,1.4,2,3,0,4.810880106218175,0.7358470608732648,5
0,95,15,73,2,0,1,0,0,0,0,0,0,19,0.0,3,0,4.214285714285714,0,0,0,4.298480547027142,1.9268746440012392,4
1,89,17,3,5,1,1,0,0,0,1,1,0,14,0.0449438202247191,5,0,2.0,0,1,0,4.773517566655063,0.295504385708312,4
0,83,16,59,2,0,1,0,0,0,1,0,0,24,0.108433734939759,7,0,1.9375,0,0,0,4.500763678905501,0.7744441687403554,4
0,38,12,19,2,0,0,0,0,0,0,0,0,7,0.0,5,0,5.333333333333333,0,0,0,3.955311316634013,0.2548447581482824,4
0,36,27,1,2,0,1,0,0,0,1,0,0,6,0.0,7,0,0.0,0,0,0,4.078696876021637,0.4030918271196223,3
1,123,46,19,5,0,4,0,0,0,1,3,2,18,0.1300813008130081,15,0,2.5,2,3,0,4.726341609964971,0.7260676376834012,4
1,41,11,23,2,0,0,0,0,0,0,0,0,8,0.0,2,0,4.75,0,0,0,4.034653688580828,0.2079214968116903,5
1,31,16,7,1,0,0,0,0,0,1,0,0,6,0.032258064516129,5,0,4.0,0,0,1,3.91017927888364,0.7117663342360222,3
1,37,20,10,2,0,1,0,0,0,0,0,0,7,0.027027027027027,6,0,2.333333333333333,0,0,0,3.884600662692359,0.6138539794278957,4
1,26,13,5,1,0,0,0,0,0,1,0,0,5,0.0,4,0,4.0,0,0,0,3.796217602590056,0.3705220100199159,3
0,21,12,1,2,0,1,0,0,0,1,0,0,6,0.0,1,0,0.0,0,0,0,3.368042422572715,1.1809036535239386,3
0,19,12,0,1,0,0,0,0,0,0,0,0,4,0.0,2,0,0.0,0,0,0,3.616348566075163,0.9367613329705508,2
0,35,11,17,2,2,1,0,0,0,0,0,0,8,0.0,1,0,4.666666666666667,0,0,0,4.0360069453309535,0.6925253782773384,3
1,45,36,1,2,4,1,0,0,0,1,0,0,10,0.0,11,0,0.0,0,0,0,4.275651852925217,0.3443498960165398,3
1,41,32,1,2,0,1,0,0,0,1,0,0,6,0.024390243902439,13,0,0.0,0,0,0,4.034653688580828,0.3765440409639425,3
0,29,21,1,2,0,1,0,0,0,0,0,0,6,0.0,6,0,0.0,0,0,0,3.9952378913808873,0.5022816411340151,3
0,51,16,27,2,0,1,0,0,0,1,0,0,10,0.0,7,0,4.4,0,0,0,4.164702734332652,0.92506022714826,4
1,32,24,1,2,0,1,0,0,0,0,0,0,6,0.09375,7,0,0.0,0,0,0,4.054229296672174,0.6837154692418559,3
0,37,13,16,1,0,0,0,0,0,1,0,0,6,0.0,3,0,7.0,0,0,0,3.789741878791631,0.5026562842318014,4
0,40,15,18,2,2,1,0,0,0,0,0,0,9,0.0,2,0,4.666666666666667,0,0,0,4.015311532225102,0.533995408629294,4
1,105,22,42,5,0,2,0,1,0,1,1,0,16,0.0,8,0,6.0,0,1,0,4.2518499866468025,0.1551246818685117,7
0,49,17,25,3,0,1,0,0,0,0,0,0,9,0.0408163265306122,4,0,3.8,0,0,0,4.117075599518184,0.9036442089163916,4
1,45,29,9,2,0,1,0,0,0,0,0,0,7,0.4888888888888889,4,0,0.0,0,0,0,4.322315530038771,2.2370430253875244,4
1,46,25,13,3,0,1,0,0,0,1,0,0,7,0.1739130434782608,6,0,5.5,0,0,0,4.457919564564537,0.71841581149018,3
1,33,25,1,2,0,1,0,0,0,0,0,0,6,0.0,7,0,0.0,0,0,1,3.998050937146914,0.5051685621329025,3
0,59,20,21,3,0,1,0,0,0,1,1,0,11,0.0,6,0,4.25,0,1,0,4.4098658800469055,0.3042343753650621,5
0,74,23,44,3,4,1,0,0,0,0,0,0,11,0.081081081081081,8,0,6.4,0,0,1,4.691711948349568,0.3591204362257259,3
1,48,16,25,2,0,0,0,0,0,0,0,0,8,0.0,6,0,5.25,0,0,1,3.780725856260161,0.3915362482902218,5
0,56,11,38,1,4,0,0,0,0,0,0,0,10,0.0178571428571428,4,0,7.75,0,0,0,4.175496386606638,0.325358170157732,4
1,62,39,16,2,3,1,0,0,0,0,0,0,10,0.0,11,1,6.5,0,0,0,4.279220964710031,0.1739711003709893,4
1,94,28,59,3,1,2,0,0,0,0,0,1,11,0.2127659574468085,7,1,4.375,0,0,0,4.779844039108719,0.7482025980654807,6
1,237,15,49,2,0,0,0,0,0,0,3,1,20,0.3713080168776371,4,0,6.0,2,3,0,4.909784893329088,1.4582637854282736,8
0,33,12,6,2,0,1,0,0,0,0,1,0,7,0.2121212121212121,2,0,5.0,0,0,0,4.27137063437885,1.1618877974391322,3
0,37,28,1,2,0,1,0,0,0,1,0,0,6,0.0,9,0,0.0,0,0,0,4.229327351940021,0.2147617199910935,3
1,127,61,10,3,4,1,0,0,0,1,1,0,15,0.3307086614173228,13,0,4.0,0,1,0,4.839362492610803,1.522745425814505,3
1,39,25,7,2,0,1,0,0,0,0,0,0,7,0.2051282051282051,6,0,5.0,0,0,0,4.426177218751301,0.928678974832062,4
1,29,20,1,2,0,1,0,0,0,1,0,0,6,0.1034482758620689,7,0,0.0,0,0,0,4.116264615668023,0.7062214419448494,3
1,89,23,58,3,1,1,0,0,0,1,0,1,15,0.1573033707865168,8,0,2.6153846153846154,0,0,0,4.832890740982527,0.4908787200373324,10
1,51,21,23,2,0,1,0,0,0,0,0,0,9,0.0588235294117647,9,0,5.333333333333333,0,0,0,4.207149735045995,0.3050903549606534,6
0,37,16,14,2,0,1,0,0,0,0,0,0,7,0.0,5,0,6.0,0,0,0,4.046762824854522,0.4072843140164227,4
1,87,14,66,1,1,0,0,0,0,0,0,1,10,0.2183908045977011,4,0,2.9285714285714284,0,0,0,4.75573760660539,0.7220848419565462,7
1,35,13,15,2,3,0,0,0,0,0,0,0,9,0.0857142857142857,4,1,2.6666666666666665,0,0,0,4.300153016697712,0.7904442204858995,3
1,39,31,1,2,0,1,0,0,0,0,0,1,6,0.0769230769230769,9,0,0.0,0,0,0,3.9872178475009488,0.70690154608618,3
0,77,22,47,3,4,1,0,0,0,1,0,0,13,0.0779220779220779,8,0,5.5,0,0,0,4.677464508942368,0.3183714416318679,5
0,89,13,69,3,2,1,0,0,0,0,0,0,15,0.0,2,0,5.9,0,0,0,4.231659168789791,0.6466198974081033,6
1,26,18,1,2,0,1,0,0,0,0,0,0,6,0.0,5,0,0.0,0,0,0,3.796217602590056,0.5189256488773119,3
0,24,16,1,3,0,2,0,0,0,0,0,0,7,0.0,2,0,0.0,0,0,0,3.8239348962840567,0.7070852516079257,3
0,55,21,27,2,1,1,0,0,0,0,0,0,8,0.0,6,0,8.0,0,0,1,4.019653295532276,0.3518371168578213,4
1,37,30,0,3,0,2,0,0,0,0,0,0,6,0.0,10,0,0.0,0,0,0,4.134468568039293,0.3629830043854523,2
1,54,14,33,1,0,0,0,0,0,0,0,0,5,0.3888888888888889,5,0,2.2,0,0,0,4.611394799166164,1.630312361314898,3
1,38,29,1,1,3,0,0,0,0,1,0,0,8,0.0,11,1,0.0,0,0,0,4.14860021052734,0.4538215201899107,3
1,92,22,63,2,1,1,0,0,0,0,0,0,12,0.1956521739130435,8,0,2.533333333333333,0,0,0,4.696245282812941,0.7132012754778303,8
0,79,17,55,3,5,1,0,0,0,0,0,0,14,0.0632911392405063,4,0,6.833333333333333,0,0,0,4.51443585657848,0.3471911400728948,4
0,19,11,1,2,0,1,0,0,0,0,0,0,6,0.0,1,0,0.0,0,0,0,3.286629486786196,1.2203615209516805,3
0,54,21,26,2,2,1,0,0,0,0,0,0,10,0.0185185185185185,7,0,6.666666666666667,0,0,0,4.292040864021044,0.3033093890826155,5
0,19,11,1,2,0,1,0,0,0,0,0,0,6,0.0,1,0,0.0,0,0,0,3.286629486786196,1.1095307033673614,3
1,34,12,14,2,0,0,0,0,0,1,0,0,7,0.0,4,0,3.6666666666666665,0,0,0,4.094097032108653,0.5972658934533808,3
1,60,31,21,5,0,3,0,0,0,1,0,0,9,0.1666666666666666,6,0,9.5,0,0,1,4.370007272132441,0.6458653683815359,3
1,43,14,22,4,0,2,1,0,0,0,0,0,9,0.3023255813953488,0,0,5.666666666666667,0,0,0,4.3327868475241,1.2302644596665184,4
1,46,21,17,3,0,2,0,0,0,1,0,0,8,0.0,5,0,7.5,0,0,0,4.197049999347146,0.4765371380735719,4
0,25,16,1,2,0,1,0,0,0,1,0,0,6,0.0,4,0,0.0,0,0,0,3.673269689515108,0.5804937854371977,3
0,33,11,14,1,0,0,0,0,0,1,0,0,5,0.0,3,0,13.0,0,0,0,3.717896012970049,0.5632728317351224,3
0,33,24,1,2,0,1,0,0,0,1,0,0,6,0.0,6,0,0.0,0,0,0,4.0060710131011685,0.4339168232317641,3
0,52,26,19,2,0,1,0,0,0,0,0,0,7,0.0,8,0,8.5,0,0,0,4.121340988555425,0.3394797601243656,4
1,77,16,41,2,0,1,0,0,0,1,1,0,11,0.0389610389610389,6,0,5.666666666666667,0,1,0,4.8009680804271335,0.3657958741349058,6
0,24,16,1,2,0,1,0,0,0,0,0,0,6,0.0,4,0,0.0,0,0,0,3.772055208874201,0.6596482683754608,3
1,77,23,47,1,0,0,0,0,0,0,0,0,7,0.2337662337662337,8,0,2.888888888888889,0,0,0,4.632182854162851,0.9536924791062522,5
1,90,20,4,4,1,1,0,1,0,0,1,0,13,0.0555555555555555,8,0,3.0,0,1,0,4.840061814717475,0.5483197649504846,4
1,59,42,10,5,2,3,0,0,0,0,0,0,11,0.0169491525423728,11,0,4.0,0,0,1,4.185810270743963,0.1947746997891966,3
0,23,14,1,2,0,1,0,0,0,1,0,0,6,0.0,5,0,0.0,0,0,0,3.4357554339416274,0.8071112561729978,3
0,67,26,34,3,2,1,0,0,0,0,0,0,10,0.0,8,0,5.8,0,0,0,4.347305377083571,0.2117849485293419,4
0,52,20,25,3,0,1,0,0,0,0,0,0,9,0.0,5,0,5.25,0,0,0,4.051428065028507,0.5813409042495805,5
1,33,16,10,4,0,2,0,0,0,0,0,0,8,0.0303030303030303,4,0,3.5,0,0,0,4.043801694853791,0.6835277504595668,3
0,31,22,1,2,0,1,0,0,0,1,0,0,6,0.0,7,0,0.0,0,0,0,3.953565664946427,0.3743915100425131,3
0,34,26,1,2,0,1,0,0,0,0,0,0,6,0.0,7,0,0.0,0,0,0,3.85586569475248,0.7747388207366723,3
1,37,17,7,3,0,1,0,0,0,1,1,0,9,0.054054054054054,4,0,2.5,0,1,0,4.131769501279566,0.6288926461134223,3
1,31,13,10,3,0,1,0,0,0,1,0,0,7,0.0,2,0,4.0,0,0,0,3.9292144551992174,0.6934314739233379,3
0,23,15,1,2,0,1,0,0,0,0,0,0,6,0.0,2,0,0.0,0,0,0,3.621175542919472,0.8470597982624891,3
0,26,19,0,2,0,1,0,0,0,0,0,0,5,0.0,8,0,0.0,0,0,0,3.796217602590056,0.2777747717561418,2
0,47,25,15,2,0,1,0,0,0,0,0,0,7,0.0,8,0,6.5,0,0,0,4.171743778067191,0.3483205083893966,3
1,81,27,47,2,0,1,0,0,0,0,0,0,8,0.2222222222222222,8,0,2.6,0,0,0,4.721213010775927,1.0084647411017635,5
1,33,14,11,2,0,1,0,0,0,1,0,0,6,0.1515151515151515,2,0,3.5,0,0,0,4.309101316131473,0.950524272381417,3
0,36,27,1,2,0,1,0,0,0,1,0,0,6,0.0277777777777777,7,0,0.0,0,0,0,3.9193819456463705,0.4678963559197356,3
0,65,22,36,3,2,1,0,0,0,0,0,0,12,0.0,6,0,4.142857142857143,0,0,1,4.339535844024545,0.4214860433883315,5
1,315,9,26,3,1,0,0,0,0,0,7,0,30,0.3619047619047619,3,0,4.0,6,7,0,4.976661478802988,1.2901821539484053,5
0,41,18,15,2,0,1,0,0,0,1,0,0,8,0.0,7,0,4.0,0,0,0,4.060935920258812,0.5774138666010922,4
1,52,18,27,3,0,1,0,0,0,0,0,0,9,0.0,5,0,5.75,0,0,0,4.1189237381886405,0.4067295028582043,5
0,25,17,1,2,0,1,0,0,0,0,0,0,6,0.0,4,0,0.0,0,0,0,3.863465189601646,0.6363774140399806,3
1,126,38,26,2,1,1,0,0,0,1,1,0,11,0.0,14,0,5.25,0,0,0,4.5997655815907965,0.2960567398800923,6
0,33,24,1,2,0,1,0,0,0,1,0,0,6,0.0,7,0,0.0,0,0,0,4.0060710131011685,0.4445946416044736,3
1,44,32,5,4,0,3,0,0,0,0,0,0,9,0.1363636363636363,7,0,2.0,0,0,0,4.115808539574484,0.6650642268793618,4
0,22,14,1,2,0,1,0,0,0,0,0,0,6,0.0,3,0,0.0,0,0,0,3.447401504705915,0.9863972362591104,3
0,36,27,1,2,0,1,0,0,0,1,0,0,6,0.0,8,0,0.0,0,0,0,4.0860486123130375,0.451101664259995,3
0,49,31,11,2,1,1,0,0,0,0,0,0,8,0.0,10,1,9.0,0,0,0,4.216152190789069,0.1343592702797692,4
0,30,22,1,2,0,1,0,0,0,0,0,0,6,0.0,7,0,0.0,0,0,1,3.9110804962442782,0.2526334036512331,3
1,64,43,13,5,2,3,0,0,0,1,0,0,12,0.25,4,0,3.333333333333333,0,0,1,4.553072516654254,1.2043444378073052,4
1,110,18,15,3,0,1,0,0,0,1,1,0,12,0.1909090909090909,5,0,4.0,0,2,0,4.866663100774909,0.5910556382563428,4
0,27,19,1,2,0,1,0,0,0,0,0,0,6,0.0,5,0,0.0,0,0,0,3.8841550945958057,0.6665142611907152,3
1,82,26,18,3,0,1,0,0,0,0,2,0,14,0.0609756097560975,9,0,4.666666666666667,1,2,0,4.8434669080519726,0.2563871990479303,5
1,217,22,188,9,0,0,0,0,0,0,0,1,22,0.152073732718894,8,0,5.269230769230769,0,0,0,4.811284901490475,0.8394993049903974,4
0,27,16,4,2,1,1,0,0,0,0,0,0,8,0.0,3,1,2.0,0,0,0,3.9121138909722304,0.5884493009289999,4
0,26,17,1,2,0,1,0,0,0,1,0,0,6,0.0,4,0,0.0,0,0,0,3.921029621737614,0.4888263520048121,3
0,34,25,1,2,0,1,0,0,0,1,0,0,6,0.0,5,0,0.0,0,0,0,4.02085512047121,0.488288372521262,3
1,107,17,61,3,1,0,0,1,0,0,1,0,21,0.0,7,0,5.777777777777778,0,1,0,4.5314871471759535,0.463582788778896,10
1,86,19,60,3,1,1,0,0,0,0,0,2,14,0.0232558139534883,5,0,5.444444444444445,0,0,0,4.380305417312066,0.1845707247389698,8
0,24,15,1,2,1,1,0,0,0,1,0,0,7,0.0,5,1,0.0,0,0,0,3.938721875540868,0.5113067611576074,3
1,31,23,1,2,0,1,0,0,0,0,0,0,6,0.0,9,0,0.0,0,0,0,4.042433003725894,0.2502017485613858,3
1,40,22,10,2,0,1,0,0,0,1,0,0,7,0.125,5,0,2.333333333333333,0,0,0,4.365311532225102,0.6807995322967747,4
0,26,17,1,2,0,1,0,0,0,1,0,0,6,0.0,5,0,0.0,0,0,0,3.950063756436209,0.4101718929395349,3
0,53,15,31,2,0,1,0,0,0,0,0,0,10,0.0377358490566037,3,0,6.0,0,0,0,4.251716096874,1.0800939269752556,4
1,19,4,7,1,0,0,0,0,0,1,0,0,5,0.0,2,0,6.0,0,0,0,3.3660913291191914,0.6879682889582115,3
1,23,14,1,2,0,1,0,0,0,1,0,0,6,0.0,5,0,0.0,0,0,0,3.762267390651495,0.4438024787788712,3
1,43,34,1,2,0,1,0,0,0,1,0,0,6,0.0,11,0,0.0,0,0,0,3.856870720856423,0.495562077060407,3
1,128,54,19,5,1,4,0,0,0,0,3,2,19,0.203125,17,0,1.6666666666666667,2,3,0,4.752717266858361,1.0134624882014356,4
0,25,16,1,3,0,2,0,0,0,1,0,0,7,0.2,3,0,0.0,0,0,0,3.9132696895151073,1.3397072238596694,3
1,68,42,19,4,0,3,0,0,0,0,0,2,9,0.1323529411764706,15,0,1.3333333333333333,0,0,0,4.454627275412123,0.5307451800392696,4
0,47,12,28,3,0,1,0,0,0,0,0,0,9,0.0,2,0,6.0,0,0,0,4.27503639449854,0.4539707382072377,4
1,125,50,19,4,1,3,0,0,0,1,3,2,18,0.128,17,0,2.0,2,3,0,4.750665206763321,0.6341868148016194,4
0,39,19,13,2,0,1,0,0,0,0,0,0,7,0.0,6,0,11.0,0,0,0,4.04784676997788,0.2966709234348415,4
1,61,14,40,5,0,2,0,0,0,0,0,1,12,0.0,4,0,5.666666666666667,0,0,0,4.164790216040074,0.1945292797342343,6
0,43,12,23,3,0,1,0,0,0,1,0,0,9,0.0465116279069767,2,0,4.25,0,0,0,4.31290887142472,0.3742501835155385,5
1,43,21,14,1,0,0,0,0,0,1,0,2,6,0.0,7,0,6.0,0,0,0,4.007205452175263,0.2478709465812271,4
0,47,29,11,2,0,1,0,0,0,0,0,0,7,0.0,8,0,9.0,0,0,0,4.13907129820996,0.2448839299897997,4
0,22,13,1,2,0,1,0,0,0,1,0,0,6,0.0,3,0,0.0,0,0,0,3.7544418457133446,0.6358002974835197,3
1,147,24,116,2,0,1,0,0,0,0,0,0,14,0.2448979591836734,7,0,4.733333333333333,0,0,0,4.750173593207352,0.7978766387890613,11
0,17,9,1,2,0,1,0,0,0,0,0,0,6,0.0,1,0,0.0,0,0,0,3.2927701939369904,1.008035906276033,3
1,132,16,24,3,0,1,0,0,0,1,1,0,10,0.0303030303030303,5,0,7.0,0,1,0,4.713574405168048,0.3587213205857611,4
1,55,38,10,5,2,3,0,0,0,0,0,0,11,0.0,12,0,4.0,0,0,1,4.0078724432276776,0.2603983607079831,3
0,84,14,63,3,6,1,0,0,0,0,0,0,13,0.0,4,0,6.875,0,0,0,4.417157863275964,0.2227024883058432,3
0,58,28,23,2,2,1,0,0,0,0,0,0,10,0.0,6,1,6.666666666666667,0,0,0,4.079385900367718,0.4732172126851323,4
1,62,31,24,4,0,3,0,0,0,0,0,0,12,0.1612903225806451,6,0,4.75,0,0,1,4.308404374623846,0.5989184025465811,6
1,32,24,1,3,1,2,0,0,0,0,0,0,8,0.21875,2,0,0.0,0,0,0,3.944548827786958,1.4620736860650063,3
0,40,32,1,2,0,1,0,0,0,0,0,0,6,0.0,11,0,0.0,0,0,1,4.065311532225102,0.3875941055331152,3
1,35,10,18,3,0,1,0,0,0,0,0,0,8,0.0285714285714285,3,0,4.666666666666667,0,0,0,4.014438730983426,0.4966384008515881,4
1,54,23,24,2,1,0,0,0,0,0,0,0,9,0.0185185185185185,8,1,4.75,0,0,0,4.1900079935705445,0.2220621134691785,5
1,71,24,40,2,1,1,0,0,0,0,0,0,11,0.0,6,0,5.666666666666667,0,0,0,4.036394481574956,0.5431771797079964,7
0,30,21,1,2,0,1,0,0,0,1,0,0,6,0.0,5,0,0.0,0,0,0,3.711080496244278,0.785720610299892,3
1,45,17,21,2,0,1,0,0,0,0,0,1,9,0.0,5,0,4.25,0,0,0,4.019879075051287,0.3276157876001277,6
1,96,20,34,3,1,1,0,0,0,0,1,0,14,0.1145833333333333,9,0,3.1666666666666665,0,1,0,4.456464715452352,0.7178486125859624,7
0,34,26,1,2,1,1,0,0,0,0,0,0,7,0.0,8,0,0.0,0,0,1,4.116299605701696,0.2612004356353914,3
1,67,22,38,3,0,1,0,0,0,0,0,0,10,0.0,6,0,6.6,0,0,0,3.98365570579103,0.9830058465305092,6
1,69,38,24,3,2,1,0,0,0,0,0,0,9,0.0,15,0,5.0,0,0,0,4.312780574996514,0.358322202157713,3
0,54,16,31,3,3,1,0,0,0,0,0,0,10,0.0,4,0,5.2,0,0,0,4.244723149910975,0.3856284862223645,3
0,73,18,47,2,4,1,0,0,0,1,0,0,11,0.0273972602739726,5,0,6.5,0,0,0,4.282175504548766,0.3438878580840035,4
0,44,16,20,2,0,1,0,0,0,1,0,0,8,0.0,7,0,5.666666666666667,0,0,0,4.189561096343497,0.4487079594852529,4
1,71,7,13,3,2,0,0,0,0,1,1,0,14,0.0140845070422535,2,0,5.5,0,1,0,4.084685550981706,0.4337038681677687,5
1,32,25,0,2,0,1,0,0,0,0,0,0,5,0.0,8,0,0.0,0,0,0,4.015319531114783,0.3937087307318385,2
1,122,29,85,2,1,1,0,0,0,1,0,0,16,0.0737704918032786,9,0,4.4,0,0,1,4.726198041598661,0.5282116534867729,7
1,76,50,19,4,1,3,0,0,0,0,0,2,10,0.1184210526315789,17,0,1.3333333333333333,0,0,0,4.55391345575669,0.5240951275267154,4
1,138,27,95,2,2,1,0,0,0,0,1,1,18,0.036231884057971,7,0,6.153846153846154,0,1,1,4.911259491415229,0.2624842355575291,7
0,61,12,42,1,6,0,0,0,0,0,0,0,12,0.0,3,0,4.857142857142857,0,0,0,4.083143494870466,0.44959389084794,4
0,100,18,74,3,4,1,0,0,0,1,0,0,14,0.12,5,0,5.888888888888889,0,0,0,4.547885415836538,0.9164546257586892,3
1,32,25,0,2,0,1,0,0,0,0,0,0,5,0.03125,7,0,0.0,0,0,1,4.077819531114783,0.2335459968754529,2
1,19,6,6,1,0,0,0,0,0,0,0,0,5,0.0,2,0,5.0,0,0,0,3.497155802575668,0.7504069167435521,3
0,72,17,48,5,4,3,0,0,0,0,0,0,17,0.2222222222222222,4,0,3.6666666666666665,0,0,0,4.564051266125901,0.9192646886677068,6
0,52,23,22,2,0,1,0,0,0,0,0,0,8,0.0384615384615384,8,0,5.666666666666667,0,0,0,4.341381363082302,0.2488938111118066,4
0,27,14,6,2,0,1,0,0,0,0,0,0,6,0.0,2,0,5.0,0,0,0,3.8100810205217313,0.667501278763736,3
1,37,28,1,2,0,1,0,0,0,1,0,0,6,0.0,8,0,0.0,0,0,1,4.022530474793987,0.2162817787806469,3
1,37,29,0,3,1,2,0,0,0,1,0,0,7,0.027027027027027,8,0,0.0,0,0,0,4.131769501279567,0.4102662789638947,2
1,54,19,28,1,1,0,0,0,0,0,0,0,9,0.0185185185185185,7,0,4.4,0,0,0,4.156022753503518,0.3644332386305571,6
0,33,17,9,2,0,1,0,0,0,0,0,0,7,0.0,4,0,7.0,0,0,0,4.089552452560668,0.3256593925577218,4
0,49,24,18,2,1,1,0,0,0,0,0,0,9,0.0,8,0,4.666666666666667,0,0,1,4.031366804819822,0.2271246335319886,5
1,50,23,19,3,0,1,0,0,0,1,0,0,9,0.12,8,0,4.5,0,0,1,4.216691261048899,0.4378100430395418,5
1,29,16,6,2,0,0,0,0,0,0,0,0,6,0.0,6,0,2.0,0,0,0,3.9523029776623866,0.2411221254368589,3
0,30,22,1,2,0,1,0,0,0,0,0,0,6,0.0,8,0,0.0,0,0,0,4.031401845392171,0.4456590606347076,3
1,139,54,19,5,1,4,0,0,0,1,3,2,21,0.1151079136690647,17,0,1.6666666666666667,2,3,0,4.67551134325778,0.7285422133542223,4
0,61,16,37,2,4,1,0,0,0,1,0,0,10,0.0983606557377049,5,0,6.5,0,0,0,4.477799788659758,0.5695920778820426,3
1,82,16,46,2,0,1,0,0,0,1,1,0,12,0.048780487804878,6,0,4.625,0,1,0,4.905617248203918,0.4977398140488863,6
1,39,18,13,1,1,0,0,0,0,1,0,0,7,0.0,8,0,3.333333333333333,0,0,0,4.131054782742917,0.2418775302657871,4
1,105,15,62,2,1,1,0,0,0,1,1,0,14,0.0380952380952381,5,0,5.777777777777778,0,1,0,4.822939027914208,0.3390026654085459,6
0,82,20,55,3,0,2,0,0,0,0,0,0,14,0.0365853658536585,8,0,4.888888888888889,0,0,0,4.342010621725586,0.4723136910846717,8
0,41,34,0,2,0,1,0,0,0,0,0,0,5,0.0,10,0,0.0,0,0,1,4.198777004512548,0.1005973112379728,2
0,25,16,1,2,1,1,0,0,0,1,0,0,7,0.0,4,1,0.0,0,0,0,4.023465189601646,0.5590598365864946,3
0,56,21,27,3,2,1,0,0,0,1,0,0,9,0.0,5,0,5.75,0,0,0,4.154759610557885,0.3021643760286018,3
1,47,31,9,5,0,3,0,0,0,0,0,0,9,0.2127659574468085,6,0,3.5,0,0,1,4.20599144773606,0.9684442768966196,3
1,47,13,27,3,0,1,0,0,0,0,0,0,10,0.0,4,0,4.4,0,0,0,4.173868575303572,0.456981828890691,6
1,42,13,22,2,0,1,0,0,0,0,0,0,9,0.0,5,0,6.0,0,0,0,4.243158791671846,0.2315670964202824,6
1,64,32,25,2,0,1,0,0,0,0,0,0,9,0.046875,9,0,7.0,0,0,0,4.145557766696845,0.651712320924451,5
0,45,14,16,3,1,1,0,0,0,0,1,0,11,0.0,4,1,4.333333333333333,0,1,0,4.140875595896981,0.4188301005580188,4
1,36,20,8,3,0,1,0,0,0,1,0,0,7,0.0,5,0,3.0,0,0,0,3.891061112072652,0.6066514323611236,3
